line_id,seq,highway,lng,lat
996747763,8,primary,123.5839785,41.9520226
996747763,9,primary,123.584127,41.9520553
996747764,0,primary,123.463196,41.9533932
996747764,1,primary,123.4622383,41.9530814
996747768,0,primary,123.5679647,41.9567889
996747768,1,primary,123.5688605,41.9564858
996954353,0,motorway,123.4610454,41.9610904
996954353,1,motorway,123.460993,41.960732
996954353,2,motorway,123.4609477,41.9604624
996954353,3,motorway,123.4607899,41.9596123
996954353,4,motorway,123.4600039,41.9558475
996954353,5,motorway,123.4594721,41.9533206
996954353,6,motorway,123.459382,41.9527943
996954353,7,motorway,123.4593318,41.9524241
996954353,8,motorway,123.4592982,41.9518416
996954353,9,motorway,123.459295,41.9514481
996954353,10,motorway,123.4593054,41.9510619
996954353,11,motorway,123.4593332,41.950631
996954353,12,motorway,123.4593676,41.9503652
996954353,13,motorway,123.4594265,41.9500036
996954353,14,motorway,123.4594789,41.9497161
996954353,15,motorway,123.4595246,41.9495054
996954353,16,motorway,123.4595958,41.9492276
996954353,17,motorway,123.4596728,41.9489471
996954353,18,motorway,123.4597467,41.948687
996954353,19,motorway,123.4599409,41.9480964
996954353,20,motorway,123.4601564,41.9474266
996954353,21,motorway,123.4618592,41.9419738
996954353,22,motorway,123.463258,41.9375361
996954353,23,motorway,123.4639708,41.9352393
996954353,24,motorway,123.4647528,41.9327662
996954353,25,motorway,123.4656116,41.9302074
996954353,26,motorway,123.4658645,41.929445
996954353,27,motorway,123.468704,41.9204137
996954353,28,motorway,123.4688654,41.9196507
996954353,29,motorway,123.4688977,41.9192542
996954353,30,motorway,123.4688735,41.9187435
996954353,31,motorway,123.468704,41.9176141
996954353,32,motorway,123.4684052,41.9167369
996954353,33,motorway,123.4680984,41.9162743
996954353,34,motorway,123.4676463,41.9156915
996954353,35,motorway,123.4671699,41.9151988
996954353,36,motorway,123.4665401,41.914628
996954353,37,motorway,123.4657085,41.9139792
996954355,0,motorway,123.4612988,41.9757768
996954355,1,motorway,123.4613221,41.973592
996954355,2,motorway,123.4613322,41.9722457
996954355,3,motorway,123.4613295,41.9708271
996954355,4,motorway,123.4613112,41.9692724
996954355,5,motorway,123.4613005,41.9680379
996954355,6,motorway,123.4612975,41.964745
996954355,7,motorway,123.4612909,41.9640052
996954355,8,motorway,123.4612491,41.9631568
996954355,9,motorway,123.4611872,41.9622805
996954355,10,motorway,123.4611455,41.9618567
996954355,11,motorway,123.4610454,41.9610904
996954358,0,motorway,123.4544654,42.0272914
996954358,1,motorway,123.4543322,42.0255334
996954358,2,motorway,123.4542837,42.0250116
996954358,3,motorway,123.454274,42.0241888
996954358,4,motorway,123.4543645,42.0232902
996954358,5,motorway,123.4545098,42.0222945
996954358,6,motorway,123.4548247,42.0212028
996954358,7,motorway,123.4551799,42.0203151
996954358,8,motorway,123.4559228,42.0189775
996954358,9,motorway,123.4566252,42.0179697
996954358,10,motorway,123.4577152,42.0166141
996954358,11,motorway,123.459112,42.0151024
996954358,12,motorway,123.4596933,42.0144245
996954358,13,motorway,123.4600486,42.0138066
996954358,14,motorway,123.4603877,42.0131588
996954358,15,motorway,123.4607672,42.0122829
996954358,16,motorway,123.4610498,42.0113231
996954358,17,motorway,123.4612113,42.0108011
996954358,18,motorway,123.4613404,42.0101712
996954358,19,motorway,123.4613808,42.0096073
996954358,20,motorway,123.4613566,42.0087854
996954358,21,motorway,123.4613324,42.0025098
996954358,22,motorway,123.4613243,41.9964315
996954358,23,motorway,123.4613404,41.9891165
996954358,24,motorway,123.4613081,41.9828209
996954358,25,motorway,123.461318,41.9797359
996954358,26,motorway,123.4612997,41.977769
996954366,0,motorway,123.4612997,41.977769
996954366,1,motorway,123.461296,41.9770968
996954366,2,motorway,123.4612988,41.9757768
996954374,0,motorway,123.4611786,41.9610815
996954374,1,motorway,123.4612612,41.9617031
996954374,2,motorway,123.4613299,41.962357
996954374,3,motorway,123.4613833,41.9631076
996954374,4,motorway,123.4614024,41.9635234
996954374,5,motorway,123.4614184,41.9639037
996954374,6,motorway,123.4614373,41.9647753
996954374,7,motorway,123.461432,41.9657634
996954374,8,motorway,123.461428,41.9669653
996954374,9,motorway,123.4614349,41.9679027
996954374,10,motorway,123.4614441,41.9692485
996954374,11,motorway,123.4614656,41.9710353
996954374,12,motorway,123.461464,41.9722987
996954374,13,motorway,123.4614491,41.973828
996954374,14,motorway,123.4614215,41.9758287
996954382,0,motorway,123.4614355,41.9778282
996954382,1,motorway,123.4614858,41.9807683
996954382,2,motorway,123.4614849,41.9810384
996954382,3,motorway,123.4614777,41.9832891
996954382,4,motorway,123.46151,41.9890985
996954382,5,motorway,123.4614938,41.9940193
996954382,6,motorway,123.4614938,41.9986757
996954382,7,motorway,123.4614858,42.0039077
996954382,8,motorway,123.4615181,42.0094273
996954382,9,motorway,123.4614615,42.0102252
